id,title,description,category,category_label,is_synthetic,split
2479,Fellowship payment record incorrect,The fellowship record has not been credited. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
1946,Viva voce scheduling issue,My doctoral defense has not been scheduled. I have not received the examination schedule.,Viva,Viva,True,test
795,Course work credit issue,The coursework marks in the portal are showing an incorrect value. I need the academic record corrected.,Course_Work,Course_Work,True,test
1428,Thesis submission process delayed,The thesis submission status is showing an incorrect status. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,train
1475,Thesis submission record missing,The thesis submission status is showing an incorrect status. The submission deadline has already passed.,Thesis_Submission,Thesis_Submission,True,train
2657,Problem with profile information,The information displayed in my account needs to be updated. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,test
790,Course work credit issue,My coursework credits are missing from my record. The concerned course has already been completed.,Course_Work,Course_Work,True,train
502,Supervisor details not updated,The doctoral supervision process has not been finalized. I need clarification before proceeding with my research.,Supervisor_Related,Supervisor_Related,True,test
2223,Research fee status pending,The fee receipt is not reflected. The payment was made before the deadline.,Fee,Fee,True,train
1238,Paper verification request delayed,The publication documents submitted for verification has not been processed. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,train
945,RAC schedule not received,My rac schedule is still pending. I have been waiting for an official update.,RAC,RAC,True,validation
2621,Research portal details need correction,My portal data has not been corrected. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
212,Unable to complete research registration,My phd registration is not reflecting the submitted information. The required documents are already available.,Registration,Registration,True,train
33,Problem during doctoral admission,My phd admission approval has not moved to the next stage. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,train
880,RAC approval pending,The research advisory committee process needs clarification. I have completed the required preparation.,RAC,RAC,True,validation
2589,Fellowship payment delayed,My pending stipend is showing an incorrect status. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
15,Problem during doctoral admission,My doctoral admission application is showing an incorrect status. I have already completed the required admission steps.,PhD_Admission,PhD_Admission,True,train
94,Admission application not updated,My phd admission approval is awaiting verification. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train
